ID_Juguete,Material,Edad_Recomendada,Peso_g,Tiempo_Producción_min,Normativa_Cumplida,Aprobación_Final
6559,Plástico,11+ años,575.2042877509109,94.0,CE,No
6560,Metal,,980.929901278332,108.0,ISO 8124,Sí
6561,Tela,0-2 años,583.0685315143431,48.0,CE,Sí
6562,Madera,11+ años,542.419782421231,73.0,ASTM F963,Sí
6563,Metal,Nuevo_3,123.48572741432102,57.0,ASTM F963,Sí
6564,Metal,6-10 años,507.0086617565488,18.0,CE,Nuevo_2
6565,Tela,3-5 años,492.7738563323773,52.0,CE,Nuevo_5
6566,Madera,3-5 años,644.8288217678999,15.0,ISO 8124,Sí
6567,Tela,3-5 años,805.237955809861,108.0,CE,Sí
6568,Tela,3-5 años,980.67996941076,97.0,ASTM F963,No
6569,Madera,0-2 años,51.50770701737456,16.0,Nuevo_4,No
6570,Plástico,11+ años,164.91369706606747,38.0,CE,No
6571,,Nuevo_5,913.8011597942302,112.0,CE,No
6572,Plástico,3-5 años,237.5894612129337,32.0,Nuevo_5,Sí
6573,Madera,11+ años,752.680946809209,115.0,ASTM F963,Nuevo_4
6574,Tela,0-2 años,543.7050661971558,70.0,Nuevo_3,Nuevo_2
6575,Metal,11+ años,984.9819737523422,61.0,ASTM F963,Sí
6576,Nuevo_2,0-2 años,107.75978128051976,94.0,CE,No
6577,Madera,3-5 años,915.9363976380624,79.0,CE,Sí
6578,Madera,6-10 años,9317.027952382783,99.0,Nuevo_1,No
6579,Metal,11+ años,372.6670278881516,68.0,CE,No
6580,Madera,Nuevo_2,801.5622063673669,15.0,ISO 8124,Sí
6581,Plástico,6-10 años,653.5274932709492,69.0,ASTM F963,No
6582,Madera,,992.8507511281329,6.0,ASTM F963,Sí
6583,Madera,0-2 años,868.1645555875505,74.0,Nuevo_4,Sí
6584,Nuevo_2,0-2 años,589.6906983877063,7.0,ISO 8124,Sí
6585,Nuevo_4,3-5 años,79.05804838015841,10.0,ISO 8124,Sí
6586,Tela,3-5 años,452.0529987591916,108.0,ISO 8124,Sí
6587,Madera,3-5 años,435.5961394189512,105.0,CE,Sí
6588,,0-2 años,886.9220344675806,47.0,CE,Sí
6589,Tela,11+ años,2701.5070834160265,20.0,Nuevo_3,Nuevo_5
6590,Madera,11+ años,371.2862533540596,94.0,ASTM F963,Nuevo_5
6591,Tela,3-5 años,606.5636067134554,41.0,Nuevo_5,Nuevo_5
6592,Nuevo_5,Nuevo_3,897.8910179050514,39.0,Nuevo_1,Sí
6593,Tela,0-2 años,171.12488663380242,38.0,ISO 8124,Sí
6594,Madera,6-10 años,503.6114528020029,85.48218008384814,ASTM F963,Sí
6595,Metal,3-5 años,594.652656825231,78.0,ISO 8124,Sí
6596,Nuevo_2,Nuevo_2,518.0566816883444,58.0,ISO 8124,Sí
6597,Tela,6-10 años,959.2378374765142,51.0,ASTM F963,Sí
6598,Nuevo_5,Nuevo_1,84.13264688988804,78.0,ASTM F963,No
6599,Tela,11+ años,300.8358092639067,77.0,ISO 8124,Sí
6600,Madera,3-5 años,324.51076913729423,70.0,ISO 8124,No
6601,Plástico,6-10 años,,22.0,CE,Nuevo_5
6602,Madera,11+ años,780.4939603657446,46.0,CE,Nuevo_4
6603,Tela,6-10 años,903.0092410331868,107.0,Nuevo_5,Sí
6604,Metal,,77.82331783222973,110.0,CE,No
6605,Tela,6-10 años,305.8144366422577,98.0,CE,Nuevo_5
6606,Tela,11+ años,260.4487569077916,94.0,ASTM F963,Sí
6607,Madera,3-5 años,126.06005875920695,30.0,ISO 8124,Sí
6608,Tela,11+ años,986.354109997671,17.0,Nuevo_4,Sí
6609,Nuevo_1,3-5 años,765.5813162093472,50.0,CE,Sí
6610,Madera,6-10 años,353.4733585544713,85.0,ASTM F963,Sí
6611,Madera,6-10 años,121.31999963649996,86.0,ISO 8124,No
6612,Tela,,,14.0,ISO 8124,Nuevo_5
6613,Plástico,3-5 años,440.8007207057782,24.0,CE,No
6614,Tela,6-10 años,603.6462769477661,34.0,ISO 8124,Sí
6615,Plástico,0-2 años,846.875652571785,37.0,ASTM F963,Nuevo_4
6616,Metal,0-2 años,495.9741846681951,104.0,CE,No
6617,Plástico,,863.4056551044038,78.0,ISO 8124,Nuevo_1
6618,Madera,6-10 años,978.8418539816628,49.0,Nuevo_5,Sí
6619,Metal,6-10 años,758.8830777644343,18.0,ISO 8124,Nuevo_1
6620,Madera,3-5 años,702.5212305295919,97.0,ISO 8124,No
6621,Tela,11+ años,639.2883110523071,44.0,ASTM F963,Nuevo_3
6622,Nuevo_1,6-10 años,764.0959506484861,34.0,ISO 8124,No
6623,Plástico,11+ años,448.837529982498,80.0,ISO 8124,Sí
6624,Plástico,11+ años,885.8096613960313,73.0,ASTM F963,No
6625,Plástico,11+ años,172.1561858423237,28.0,Nuevo_5,No
6626,Metal,6-10 años,415.6192966367043,22.0,ISO 8124,Sí
6627,Nuevo_2,6-10 años,340.43680888297865,92.0,Nuevo_4,No
6628,Tela,6-10 años,852.6833780551002,88.0,CE,Nuevo_4
6629,Metal,0-2 años,551.2602273074888,37.0,ASTM F963,Nuevo_4
6630,Plástico,,704.673367240061,105.0,ASTM F963,Sí
6631,Tela,Nuevo_1,343.7987125047269,102.0,Nuevo_2,Sí
6632,Madera,3-5 años,501.0447692353439,115.0,ASTM F963,Nuevo_2
6633,Nuevo_1,0-2 años,959.3960096233524,84.0,ASTM F963,Sí
6634,Plástico,11+ años,376.15147105225685,37.0,ISO 8124,No
6635,Tela,11+ años,9394.163655318041,28.0,ISO 8124,No
6636,Tela,0-2 años,835.8747777971695,102.0,ISO 8124,Nuevo_4
6637,,3-5 años,,56.0,ASTM F963,No
6638,Tela,Nuevo_2,3056.2192211275105,74.0,CE,No
6639,,3-5 años,457.1590987403134,11.0,ISO 8124,Nuevo_4
6640,Metal,Nuevo_4,512.07044044674,31.0,ISO 8124,Nuevo_3
6641,Nuevo_2,Nuevo_5,724.14032099778,16.0,CE,No
6642,Tela,6-10 años,51.12952866777038,53.0,ISO 8124,Nuevo_5
6643,Nuevo_3,11+ años,934.2506740508394,41.0,Nuevo_5,No
6644,Nuevo_1,0-2 años,240.5031096391088,26.0,ISO 8124,No
6645,Plástico,Nuevo_5,66.40423458616364,115.0,Nuevo_3,No
6646,Tela,11+ años,769.1304256009372,79.0,ASTM F963,Nuevo_1
6647,Madera,Nuevo_3,580.6280632477084,109.0,CE,No
6648,Plástico,11+ años,373.7667786571276,18.0,ISO 8124,Sí
6649,Plástico,6-10 años,137.2602197602253,80.0,ASTM F963,Nuevo_3
6650,Tela,11+ años,92.08890837618893,68.0,ISO 8124,Sí
6651,Tela,3-5 años,912.7645312540064,70.0,CE,Sí
6652,Plástico,,494.1680496247678,113.0,Nuevo_2,No
6653,Tela,,997.5958383304668,52.0,ASTM F963,Nuevo_3
6654,Nuevo_5,6-10 años,593.6678063340908,9.0,ASTM F963,Nuevo_5
6655,Nuevo_4,0-2 años,516.8534279120222,75.0,ASTM F963,No
6656,Madera,11+ años,310.9845883503499,97.0,ISO 8124,No
6657,,Nuevo_3,775.9197139609712,43.0,ISO 8124,Nuevo_1
6658,Madera,6-10 años,290.6266208566203,101.0,ISO 8124,Sí
6659,Tela,11+ años,605.6145531501097,45.0,CE,Sí
6660,Nuevo_3,3-5 años,651.7016759960582,7.0,Nuevo_4,Nuevo_4
6661,,6-10 años,899.2317588203314,118.0,Nuevo_3,Sí
6662,,11+ años,316.7034092876103,8.0,CE,No
6663,Plástico,3-5 años,953.2820622239356,81.0,ASTM F963,No
6664,Metal,6-10 años,201.67135781665905,11.0,Nuevo_1,Sí
6665,Metal,Nuevo_2,775.9472290305483,111.0,Nuevo_1,Nuevo_3
6666,Plástico,3-5 años,765.9654425858548,70.0,ASTM F963,Nuevo_5
6667,Metal,0-2 años,60.27509962752025,101.0,Nuevo_1,Nuevo_4
6668,Madera,0-2 años,908.0210446814904,45.0,ISO 8124,Sí
6669,Nuevo_4,0-2 años,534.9883312096053,66.0,ASTM F963,Nuevo_3
6670,Tela,3-5 años,976.9322825487724,114.0,ISO 8124,Nuevo_4
6671,Plástico,0-2 años,177.12246855398706,24.0,CE,No
6672,Nuevo_1,Nuevo_1,397.4027081840755,16.0,ISO 8124,Sí
6673,Tela,11+ años,991.284048556488,32.0,CE,Sí
6674,Madera,,,61.0,ASTM F963,Nuevo_4
6675,Plástico,0-2 años,624.7396135616331,105.0,Nuevo_2,Sí
6676,Nuevo_2,6-10 años,512.4679849791399,31.0,CE,Nuevo_3
6677,,0-2 años,636.3124525043206,40.0,ASTM F963,Nuevo_3
6678,Madera,3-5 años,729.2458442476083,87.0,CE,Nuevo_3
6679,Tela,Nuevo_5,60.28261189579791,112.0,CE,Nuevo_3
6680,Metal,Nuevo_2,732.780071616776,71.0,Nuevo_1,Nuevo_2
6681,Madera,,702.3384080908354,7.0,CE,No
6682,Tela,6-10 años,591.9160084308875,106.0,ASTM F963,No
6683,,6-10 años,935.266559968446,42.0,ISO 8124,Nuevo_1
6684,Plástico,,86.85895769696194,64.0,CE,Sí
6685,,11+ años,364.9362985666861,86.0,CE,No
6686,,0-2 años,793.3754077632021,103.0,ISO 8124,No
6687,Tela,0-2 años,166.56959727094056,104.0,ISO 8124,Sí
6688,Tela,0-2 años,214.5704960735852,89.0,CE,Nuevo_2
6689,,11+ años,954.4325162045157,96.0,ASTM F963,No
6690,Nuevo_4,,835.3499484524847,52.0,ASTM F963,Nuevo_2
6691,Nuevo_1,Nuevo_1,540.4704821800508,13.0,Nuevo_4,Nuevo_5
6692,Plástico,11+ años,118.89385976829136,29.0,CE,Sí
6693,Metal,3-5 años,325.4514047754341,36.0,CE,No
6694,Metal,11+ años,740.3620517217357,92.0,Nuevo_3,Nuevo_1
6695,Tela,Nuevo_4,259.6246863891524,73.0,CE,Nuevo_1
6696,Madera,Nuevo_3,443.5801822195446,80.0,ASTM F963,Nuevo_3
6697,Madera,Nuevo_1,271.687735497202,86.0,Nuevo_5,Nuevo_3
6698,Nuevo_2,Nuevo_3,987.4340597847256,19.0,ISO 8124,Nuevo_2
6699,Nuevo_4,11+ años,809.6675445651643,15.0,ISO 8124,Sí
6700,Madera,6-10 años,573.4690097832539,10.0,ASTM F963,Sí
6701,Metal,11+ años,578.0714612428774,22.0,Nuevo_4,Sí
6702,Metal,6-10 años,200.7838477455179,102.0,CE,No
6703,Plástico,,481.5463678540226,20.0,ASTM F963,Nuevo_5
6704,,11+ años,197.5337228435377,12.0,Nuevo_2,Sí
6705,Tela,Nuevo_5,560.632386520402,18.0,ASTM F963,Nuevo_1
6706,Metal,3-5 años,970.236945418056,46.0,ISO 8124,No
6707,,0-2 años,306.34417804107744,97.0,ASTM F963,Sí
6708,Nuevo_4,11+ años,614.488529720531,117.0,Nuevo_2,Sí
6709,Metal,6-10 años,893.5725179384096,109.0,CE,No
6710,Tela,6-10 años,447.9006914117093,27.0,ASTM F963,Nuevo_3
6711,Tela,6-10 años,515.369246278332,6.0,ASTM F963,Nuevo_5
6712,Nuevo_2,Nuevo_5,224.03267850040123,106.0,Nuevo_2,Sí
6713,Tela,11+ años,365.24778731413113,64.0,Nuevo_2,No
6714,Nuevo_5,3-5 años,891.0152787581953,21.0,ASTM F963,No
6715,Metal,,535.8460627417502,53.0,Nuevo_2,Nuevo_5
6716,Madera,6-10 años,960.615322834046,38.0,Nuevo_1,Sí
6717,Nuevo_1,3-5 años,,79.0,CE,Nuevo_3
6718,Metal,3-5 años,846.0583439097707,46.0,ISO 8124,No
6719,,Nuevo_5,155.65281514256873,87.0,ISO 8124,Sí
6720,Nuevo_3,6-10 años,715.711603066031,441.65793043321537,CE,No
6721,Tela,3-5 años,65.89990496523791,6.0,CE,Sí
6722,Tela,6-10 años,677.4066015604176,40.0,Nuevo_2,Sí
6723,Madera,6-10 años,,59.0,Nuevo_5,Nuevo_3
6724,Plástico,6-10 años,758.2116709020308,116.0,CE,Sí
6725,Tela,,613.6677005031303,102.0,ISO 8124,No
6726,Tela,3-5 años,611.2496960173984,81.0,CE,No
6727,Tela,6-10 años,377.6889744710912,37.0,CE,Nuevo_5
6728,Nuevo_4,0-2 años,617.6384487485481,9.0,CE,No
6729,Nuevo_4,6-10 años,141.68757065885262,99.0,ISO 8124,No
6730,Plástico,0-2 años,165.44708364337166,26.0,Nuevo_2,Sí
6731,Plástico,6-10 años,381.31506156528894,57.0,ASTM F963,Sí
6732,,6-10 años,,58.0,ISO 8124,No
6733,,6-10 años,,62.0,Nuevo_2,No
6734,Plástico,6-10 años,,36.0,CE,No
6735,,6-10 años,275.9425478959934,21.0,CE,No
6736,Madera,3-5 años,87.38438820682794,17.0,Nuevo_1,Nuevo_3
6737,Nuevo_2,11+ años,102.16012849750628,27.0,ISO 8124,Sí
6738,Nuevo_1,6-10 años,694.5289684898672,104.0,Nuevo_4,Nuevo_5
6739,Nuevo_2,6-10 años,821.1555626207618,15.0,Nuevo_2,Sí
6740,,Nuevo_3,623.3351159463314,94.0,Nuevo_3,Nuevo_2
6741,Madera,Nuevo_1,609.0747741929154,34.0,CE,Sí
6742,Tela,11+ años,348.3482492135137,54.0,Nuevo_4,Sí
6743,Metal,0-2 años,276.3428171943991,20.0,ASTM F963,Sí
6744,Tela,3-5 años,91.4052370964276,84.0,ISO 8124,Sí
6745,Metal,Nuevo_2,395.1592094603975,20.0,ISO 8124,Sí
6746,Madera,11+ años,144.7217346227224,92.0,ASTM F963,No
6747,Plástico,11+ años,962.4885083021576,86.0,CE,No
6748,Nuevo_4,6-10 años,313.33241472578675,91.0,Nuevo_5,Sí
6749,Tela,6-10 años,257.7344617184036,10.0,CE,No
6750,Nuevo_1,6-10 años,678.184374972211,114.0,ASTM F963,Sí
6751,Plástico,11+ años,164.28926797767954,113.0,Nuevo_4,Nuevo_3
6752,Plástico,Nuevo_3,175.30213166147263,6.0,ASTM F963,No
6753,Nuevo_3,,260.6260436314608,110.0,CE,No
6754,,6-10 años,615.2995528275843,58.0,ISO 8124,Sí
6755,,3-5 años,328.5717595697516,98.0,Nuevo_2,Nuevo_1
6756,Plástico,11+ años,686.8613085469664,32.0,CE,Sí
6757,Madera,11+ años,294.12691256666267,82.0,ISO 8124,No
6758,,6-10 años,259.56572343051505,79.0,CE,No
6759,Madera,6-10 años,414.1870016997134,10.0,ISO 8124,No
6760,Metal,6-10 años,776.510233835415,102.0,ASTM F963,Nuevo_5
6761,Tela,3-5 años,258.51362283606187,26.0,Nuevo_1,Sí
6762,Plástico,11+ años,549.0160687490646,101.0,CE,Sí
6763,Plástico,6-10 años,383.57455326092287,51.0,ISO 8124,No
6764,Plástico,6-10 años,629.52430032399,88.0,ISO 8124,Sí
6765,Metal,3-5 años,791.1790551007048,44.0,Nuevo_5,Nuevo_3
6766,Metal,0-2 años,554.81254640679,12.0,ISO 8124,Nuevo_3
6767,Tela,Nuevo_5,,90.0,Nuevo_5,No
6768,Madera,0-2 años,814.6429830621248,16.0,Nuevo_1,No
6769,Tela,3-5 años,131.35224740442334,47.0,CE,Nuevo_2
6770,Plástico,6-10 años,,72.0,ISO 8124,Sí
6771,Nuevo_5,,723.1270510244178,67.0,Nuevo_3,No
6772,,3-5 años,811.6551651934251,70.0,ASTM F963,Sí
6773,Plástico,6-10 años,971.7444014364484,14.0,ASTM F963,Nuevo_1
6774,,0-2 años,683.9668669817429,78.0,CE,Sí
6775,,Nuevo_3,87.49139665014876,23.0,CE,Sí
6776,Nuevo_5,,727.4874586921111,28.0,ISO 8124,Nuevo_2
6777,Plástico,6-10 años,896.9998740306971,61.0,ASTM F963,Sí
6778,Madera,11+ años,170.6861794969231,46.0,ISO 8124,Nuevo_3
6779,Nuevo_2,11+ años,830.5362255450713,48.0,Nuevo_2,No
6780,Plástico,3-5 años,58.11578931642637,89.0,CE,Sí
6781,Tela,6-10 años,208.2346733080611,64.0,CE,Sí
6782,Plástico,3-5 años,296.39688867757667,5.0,ASTM F963,Sí
6783,Metal,3-5 años,540.2700348852374,30.0,Nuevo_3,Nuevo_2
6784,,0-2 años,782.6215615400312,455.90496044719004,CE,Nuevo_3
6785,Metal,Nuevo_1,140.47136320943565,96.0,Nuevo_2,No
6786,Plástico,Nuevo_3,111.31525926619724,14.0,ASTM F963,Sí
6787,Madera,11+ años,240.1487544834194,76.0,ASTM F963,Sí
6788,Tela,11+ años,151.60406875260406,38.0,ISO 8124,Nuevo_5
6789,Tela,3-5 años,554.8288294660235,8.0,ISO 8124,No
6790,,Nuevo_5,872.850795617503,91.0,Nuevo_2,Sí
6791,Tela,0-2 años,586.7150228808815,103.0,CE,No
6792,Plástico,11+ años,587.0865794794157,47.0,CE,Sí
6793,Metal,3-5 años,665.8872033606341,94.0,ISO 8124,Sí
6794,Madera,,546.6774751063865,38.0,ASTM F963,Nuevo_4
6795,Tela,11+ años,679.2597471739019,40.0,Nuevo_2,No
6796,Nuevo_1,0-2 años,750.9795565274682,70.0,Nuevo_1,No
6797,Metal,0-2 años,215.4872255119115,49.0,CE,No
6798,Metal,0-2 años,664.7164151446837,43.0,CE,No
6799,Tela,Nuevo_3,892.7799466964824,92.0,Nuevo_5,Nuevo_2
6800,Nuevo_3,Nuevo_1,681.46888959326,64.0,Nuevo_3,No
6801,Plástico,6-10 años,,36.0,Nuevo_2,Nuevo_3
6802,Metal,0-2 años,431.112246083902,17.0,ASTM F963,Sí
6803,Nuevo_4,11+ años,708.5394639049259,71.0,ISO 8124,No
6804,Tela,Nuevo_1,721.5718309820555,15.0,ASTM F963,No
6805,Nuevo_2,6-10 años,634.3182067185134,25.0,CE,Sí
6806,Madera,Nuevo_2,57.31248384936056,8.0,ISO 8124,Nuevo_3
6807,Tela,11+ años,,68.0,Nuevo_1,Nuevo_2
6808,Madera,0-2 años,949.741985180502,69.0,ASTM F963,Nuevo_3
6809,Madera,,956.216806768778,49.0,CE,Sí
6810,Madera,0-2 años,582.3994825210196,88.0,CE,No
6811,Madera,6-10 años,,106.0,CE,Nuevo_1
6812,Nuevo_4,Nuevo_1,852.1841721169417,97.0,ISO 8124,Sí
6813,Metal,3-5 años,3610.9210444214027,119.0,Nuevo_1,No
6814,,3-5 años,592.0469494957616,96.0,ISO 8124,Nuevo_5
6815,Nuevo_5,,56.49980637033215,32.0,ASTM F963,No
6816,Nuevo_3,6-10 años,876.9132153871444,113.0,Nuevo_1,No
6817,Madera,6-10 años,181.3672623714569,93.0,Nuevo_5,No
6818,Madera,6-10 años,136.6317883823708,42.0,CE,No
6819,Madera,0-2 años,258.1273809022045,12.0,ASTM F963,Sí
6820,Plástico,Nuevo_4,861.5164321740233,51.0,CE,No
6821,Nuevo_1,3-5 años,,16.0,Nuevo_4,Nuevo_1
6822,Madera,3-5 años,357.9510406488276,60.0,ASTM F963,Nuevo_4
6823,Metal,,947.3907968735018,64.0,CE,Nuevo_4
6824,Tela,3-5 años,325.75945144698375,7.0,ISO 8124,No
6825,Tela,,166.0035271763865,6.0,ISO 8124,Nuevo_4
6826,Metal,Nuevo_2,276.60349298006474,28.0,ASTM F963,Sí
6827,,Nuevo_2,100.86869471349476,58.0,ASTM F963,No
6828,Madera,0-2 años,573.8661933746555,31.0,ASTM F963,Sí
6829,Nuevo_3,11+ años,,50.0,CE,Nuevo_2
6830,Plástico,Nuevo_1,863.927938699335,89.0,ASTM F963,Sí
6831,Plástico,Nuevo_1,474.0067647467633,45.0,Nuevo_3,No
6832,Tela,Nuevo_4,773.1297466629422,29.0,ISO 8124,No
6833,Metal,0-2 años,915.2499090672728,90.0,ASTM F963,No
6834,,3-5 años,618.948570497785,45.0,Nuevo_2,Sí
6835,Tela,3-5 años,,57.0,ASTM F963,Nuevo_4
6836,Nuevo_5,3-5 años,192.580114687468,15.0,Nuevo_2,Nuevo_4
6837,Madera,Nuevo_2,,92.0,ISO 8124,No
6838,Nuevo_5,,518.8280663778454,111.0,CE,No
6839,Madera,Nuevo_4,726.9201032596799,67.0,Nuevo_3,No
6840,Tela,11+ años,349.46249150203744,72.0,Nuevo_1,No
6841,Tela,0-2 años,731.0120575235964,103.0,ISO 8124,No
6842,Madera,0-2 años,740.5928603461806,51.0,ISO 8124,Sí
6843,Metal,6-10 años,805.9096288597993,57.0,ISO 8124,No
6844,Tela,0-2 años,233.47160435060587,50.0,CE,No
6845,Nuevo_1,3-5 años,573.2512655583149,17.0,Nuevo_2,No
6846,,11+ años,558.4161731986928,33.0,ASTM F963,No
6847,Plástico,6-10 años,440.6161693555133,24.0,Nuevo_3,No
6848,Nuevo_4,3-5 años,737.1117893031768,23.0,ISO 8124,No
6849,Nuevo_5,0-2 años,596.1278521435746,5.0,CE,No
6850,Tela,6-10 años,210.0398529597674,91.0,Nuevo_2,No
6851,Metal,3-5 años,463.6976728827709,26.0,ASTM F963,No
6852,Tela,Nuevo_4,187.719942513325,85.0,Nuevo_2,No
6853,Plástico,,458.151429660845,11.0,ASTM F963,Sí
6854,Metal,3-5 años,451.5086720873651,7.0,ISO 8124,No
6855,Tela,6-10 años,398.7679378192155,113.0,ISO 8124,No
6856,Tela,3-5 años,842.6059865276754,86.0,Nuevo_3,No
6857,Tela,0-2 años,236.8649417786999,95.0,Nuevo_2,Nuevo_2
6858,Tela,6-10 años,287.95639217103974,68.0,CE,Sí
6859,Tela,0-2 años,507.5602442458835,91.0,ISO 8124,No
6860,Nuevo_3,Nuevo_2,920.2640033846956,101.0,ASTM F963,No
6861,Madera,0-2 años,967.7131972765898,41.0,CE,No
6862,Nuevo_2,11+ años,536.486676671458,28.0,CE,No
6863,Madera,6-10 años,108.95590564814036,56.0,Nuevo_1,No
6864,Nuevo_1,3-5 años,136.03652738160145,28.0,Nuevo_5,Sí
6865,Tela,0-2 años,849.413750846629,51.0,Nuevo_5,Sí
6866,Nuevo_4,6-10 años,756.3803623799816,42.0,ISO 8124,Nuevo_4
6867,Plástico,6-10 años,311.713125129,79.0,ISO 8124,Nuevo_5
6868,Madera,3-5 años,431.5239119421532,90.23119008850637,CE,No
6869,Nuevo_5,Nuevo_2,409.3571028301328,85.0,CE,No
6870,Plástico,11+ años,401.19175064955294,44.0,ASTM F963,Nuevo_5
6871,Metal,6-10 años,203.10095482328745,103.0,CE,No
6872,Tela,11+ años,356.36089033302125,54.0,ASTM F963,No
6873,,11+ años,577.0157299372669,48.0,ISO 8124,Sí
6874,Madera,11+ años,152.96052352280986,87.0,ASTM F963,Sí
6875,Madera,3-5 años,419.1972044090422,60.0,CE,No
6876,Plástico,11+ años,848.5940342990716,103.0,Nuevo_3,Sí
6877,Madera,11+ años,830.5982293669412,113.0,Nuevo_2,Nuevo_3
6878,Plástico,3-5 años,436.1071050972924,102.0,ASTM F963,Nuevo_5
6879,Nuevo_4,3-5 años,985.1427802303248,85.0,ISO 8124,Sí
6880,Tela,0-2 años,298.2681497342664,67.0,Nuevo_5,Sí
6881,Tela,6-10 años,743.0147200787944,98.0,ISO 8124,No
6882,Tela,3-5 años,117.37038395989757,81.0,ASTM F963,Sí
6883,,0-2 años,789.3247757335481,52.0,Nuevo_4,Sí
6884,Metal,0-2 años,725.9206898011222,42.0,ASTM F963,Sí
6885,Metal,Nuevo_1,670.2196793444305,59.0,ASTM F963,No
6886,Madera,6-10 años,603.5553528322852,54.0,Nuevo_1,Sí
6887,Metal,0-2 años,240.95942184751277,84.0,CE,No
6888,Tela,11+ años,,38.0,ISO 8124,Sí
6889,Plástico,6-10 años,981.4198551212628,74.0,CE,No
6890,Metal,11+ años,475.7910596020336,88.0,ISO 8124,Nuevo_3
6891,Metal,0-2 años,321.45114859916055,78.0,ASTM F963,Nuevo_2
6892,Madera,11+ años,655.3392829638688,19.0,ISO 8124,Nuevo_2
6893,Madera,,568.5463513539104,108.0,ISO 8124,Nuevo_2
6894,Madera,3-5 años,708.8248021899684,82.0,Nuevo_4,Nuevo_3
6895,,6-10 años,474.5350680056684,44.0,CE,Sí
6896,,,187.5385454944238,90.0,CE,Nuevo_5
6897,Metal,Nuevo_5,,104.0,Nuevo_2,Nuevo_5
6898,Nuevo_2,3-5 años,616.3898089938808,20.0,ASTM F963,Sí
6899,Nuevo_1,6-10 años,305.8579575380397,18.0,ASTM F963,Nuevo_3
6900,Madera,Nuevo_2,585.1018937526078,5.0,CE,Nuevo_4
6901,Nuevo_2,11+ años,788.9081960062649,10.0,ASTM F963,Sí
6902,,0-2 años,297.29364877238663,105.0,ASTM F963,Sí
6903,Madera,0-2 años,696.6899272605011,112.0,Nuevo_5,Nuevo_3
6904,Madera,11+ años,952.6783570702024,58.0,CE,Sí
6905,Metal,0-2 años,262.4532090737165,84.0,CE,No
6906,Nuevo_2,0-2 años,817.1534113642217,97.0,CE,Nuevo_4
6907,Plástico,11+ años,,73.0,CE,Sí
6908,Tela,3-5 años,,9.0,CE,No
6909,Madera,0-2 años,92.2486789239588,79.0,CE,No
6910,Tela,3-5 años,150.48443416749043,70.0,ISO 8124,No
6911,Metal,6-10 años,315.3377165814263,34.0,Nuevo_5,Nuevo_3
6912,Madera,0-2 años,188.23367755311216,93.0,ISO 8124,No
6913,Nuevo_2,Nuevo_1,127.92023276596,30.0,ISO 8124,Nuevo_1
6914,Nuevo_2,Nuevo_2,136.81962536122958,61.0,Nuevo_5,Nuevo_2
6915,Nuevo_2,3-5 años,344.8389677808585,104.0,ISO 8124,No
6916,Nuevo_1,6-10 años,953.5041560967568,104.0,CE,Nuevo_1
6917,Nuevo_2,Nuevo_3,873.4845908393003,48.0,Nuevo_2,No
6918,Tela,0-2 años,618.002114400429,59.0,Nuevo_1,No
6919,Madera,0-2 años,255.11716720723945,31.0,ASTM F963,Sí
6920,,6-10 años,739.1147840676857,14.0,CE,No
6921,Metal,Nuevo_4,281.04154406743066,27.0,CE,Nuevo_3
6922,Nuevo_2,11+ años,,67.0,ASTM F963,Sí
6923,Tela,,555.898067168616,55.0,CE,Nuevo_5
6924,,Nuevo_3,621.763761407869,112.0,CE,No
6925,Tela,6-10 años,995.9081964350383,33.0,ASTM F963,Sí
6926,Plástico,,778.1704143320308,36.0,ISO 8124,Nuevo_5
6927,Nuevo_5,Nuevo_2,610.4928647355666,23.0,CE,No
6928,Madera,,840.8369967721957,46.0,Nuevo_2,Sí
6929,Nuevo_2,Nuevo_3,,43.0,CE,Sí
6930,Nuevo_4,Nuevo_3,161.28955040187196,67.0,ASTM F963,No
6931,Nuevo_1,Nuevo_5,176.19533447113906,49.0,ISO 8124,Sí
6932,Metal,0-2 años,927.6357571906688,62.0,CE,Sí
6933,Tela,3-5 años,834.0618952509399,16.0,Nuevo_3,Nuevo_3
6934,Nuevo_4,11+ años,180.8180577244049,69.0,Nuevo_5,No
6935,Tela,6-10 años,790.5378861609113,16.0,Nuevo_4,No
6936,Plástico,6-10 años,160.85639818359385,60.0,CE,Sí
6937,Tela,Nuevo_2,218.59049112504547,35.0,ISO 8124,No
6938,Tela,11+ años,821.955923805532,56.0,ISO 8124,Nuevo_1
6939,Nuevo_5,Nuevo_5,956.8393210705882,72.0,ASTM F963,Nuevo_3
6940,Metal,6-10 años,633.6096475549507,43.0,ISO 8124,Nuevo_2
6941,Metal,0-2 años,226.1096844185231,10.0,ASTM F963,No
6942,Tela,11+ años,283.6476698678076,7.0,Nuevo_3,No
6943,Madera,6-10 años,491.5645342917404,24.0,Nuevo_4,Sí
6944,Madera,3-5 años,676.78665530145,85.0,CE,Sí
6945,Nuevo_4,Nuevo_2,137.34655322064418,62.0,CE,Sí
6946,Metal,6-10 años,404.0644091354535,46.0,ASTM F963,Sí
6947,,3-5 años,556.8022072678168,86.0,CE,No
6948,Nuevo_2,3-5 años,225.45413178865704,53.0,CE,No
6949,Nuevo_5,,437.46867332422846,109.0,ISO 8124,Sí
6950,Plástico,3-5 años,635.336170233841,82.0,ASTM F963,Sí
